( 5, 0 )
( 19080, 22124 )
( 19085, 22129 )
( 19090, 22134 )
( 19095, 22138 )
( 19100, 22144 )
( 19105, 22149 )
( 19110, 22155 )
( 19115, 22160 )
( 19120, 22165 )
( 19125, 22171 )
( 19130, 22177 )
( 19135, 22182 )
( 19140, 22187 )
( 19145, 22193 )
( 19150, 22198 )
( 19155, 22202 )
( 19160, 22207 )
( 19165, 22212 )
( 19170, 22217 )
( 19175, 22222 )
( 19180, 22226 )
( 19185, 22231 )
( 19190, 22236 )
( 19195, 22241 )
( 19200, 22246 )
( 19205, 22250 )
( 19210, 22255 )
( 19215, 22259 )
( 19220, 22264 )
( 19225, 22269 )
( 19230, 22274 )
( 19235, 22278 )
( 19240, 22283 )
( 19245, 22288 )
( 19250, 22292 )
( 19255, 22297 )
( 19260, 22301 )
( 19265, 22306 )
( 19270, 22310 )
( 19275, 22315 )
( 19280, 22320 )
( 19285, 22325 )
( 19290, 22329 )
( 19295, 22334 )
( 19300, 22339 )
( 19305, 22343 )
( 19310, 22348 )
( 19315, 22352 )
( 19320, 22357 )
( 19325, 22362 )
( 19330, 22367 )
( 19335, 22371 )
( 19340, 22376 )
( 19345, 22381 )
( 19350, 22385 )
( 19355, 22391 )
( 19360, 22395 )
( 19365, 22400 )
( 19370, 22406 )
( 19375, 22411 )
( 19380, 22416 )
( 19385, 22421 )
( 19390, 22426 )
( 19395, 22431 )
( 19400, 22435 )
( 19405, 22440 )
( 19410, 22446 )
( 19415, 22451 )
( 19420, 22456 )
( 19425, 22461 )
( 19430, 22465 )
( 19435, 22471 )
( 19440, 22475 )
( 19445, 22480 )
( 19450, 22485 )
( 19455, 22491 )
( 19460, 22496 )
( 19465, 22501 )
( 19470, 22506 )
( 19475, 22511 )
( 19480, 22517 )
( 19485, 22522 )
( 19490, 22528 )
( 19495, 22533 )
( 19500, 22538 )
( 19505, 22543 )
( 19510, 22548 )
( 19515, 22552 )
( 19520, 22558 )
( 19525, 22563 )
( 19530, 22569 )
( 19535, 22575 )
( 19540, 22581 )
( 19545, 22585 )
( 19550, 22591 )
( 19555, 22596 )
( 19560, 22602 )
( 19565, 22607 )
( 19570, 22613 )
( 19575, 22618 )
( 19580, 22624 )
( 19585, 22629 )
( 19590, 22635 )
( 19595, 22640 )
( 19600, 22645 )
( 19605, 22651 )
( 19610, 22656 )
( 19615, 22661 )
( 19620, 22560 )
( 19625, 22565 )
( 19630, 22570 )
( 19635, 22575 )
( 19640, 22580 )
( 19645, 22584 )
( 19650, 22588 )
( 19655, 22593 )
( 19660, 22598 )
( 19665, 22603 )
( 19670, 22608 )
( 19675, 22613 )
( 19680, 22618 )
( 19685, 22623 )
( 19690, 22628 )
( 19695, 22634 )
( 19700, 22640 )
( 19705, 22645 )
( 19710, 22651 )
( 19715, 22656 )
( 19720, 22662 )
( 19725, 22668 )
( 19730, 22673 )
( 19735, 22678 )
( 19740, 22684 )
( 19745, 22690 )
( 19750, 22695 )
( 19755, 22701 )
( 19760, 22706 )
( 19765, 22711 )
( 19770, 22614 )
( 19775, 22619 )
( 19780, 22624 )
( 19785, 22529 )
( 19790, 22535 )
( 19795, 22539 )
( 19800, 22544 )
( 19805, 22550 )
( 19810, 22555 )
( 19815, 22560 )
( 19820, 22566 )
( 19825, 22571 )
( 19830, 22576 )
( 19835, 22582 )
( 19840, 22380 )
( 19845, 22384 )
( 19850, 22389 )
( 19855, 22286 )
( 19860, 22192 )
( 19865, 22094 )
( 19870, 21777 )
( 19875, 21677 )
( 19880, 21682 )
( 19885, 21477 )
( 19890, 21276 )
( 19895, 20965 )
( 19900, 20449 )
( 19905, 20453 )
( 19910, 20457 )
( 19915, 20247 )
( 19920, 20046 )
( 19925, 19839 )
( 19930, 19745 )
( 19935, 19348 )
( 19940, 2754 )
